NAME_1;CountryCode;sub_region_gadm;;
gauteng;za;gauteng;;
kwazulu-natal;za;kwazulu-natal;;
limpopo;za;limpopo;;
mpumalanga;za;mpumalanga;;
north west;za;north west;;
northern cape;za;northern cape;;
western cape;za;western cape;;
central;zm;central;;
copperbelt;zm;copperbelt;;
eastern;zm;eastern;;
luapula;zm;luapula;;
lusaka;zm;lusaka;;
muchinga;zm;muchinga;;
north-western;zm;north-western;;
northern;zm;northern;;
southern;zm;southern;;
western;zm;western;;
bulawayo;zw;bulawayo;;
harare;zw;harare;;
manicaland;zw;manicaland;;
mashonaland central;zw;mashonaland central;;
mashonaland east;zw;mashonaland east;;
mashonaland west;zw;mashonaland west;;
masvingo;zw;masvingo;;
matabeleland north;zw;matabeleland north;;
matabeleland south;zw;matabeleland south;;
midlands;zw;midlands;;
